name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
lisboa,2017-07-28 03:00:00,20.0,20.0,17.6,86.13,0.0,0,,0,0,,14.6,341.0,1017.6,46.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 04:00:00,20.0,20.0,17.8,87.16,0.0,0,,0,0,,8.7,332.0,1017.4,81.3,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 05:00:00,20.0,20.0,18.0,88.61,0.0,0,,0,0,,18.0,350.0,1017.2,82.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 06:00:00,20.0,20.0,19.4,96.38,0.0,0,,0,0,,17.8,340.0,1017.4,79.7,10.0,8.3,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 07:00:00,19.6,19.6,17.6,88.41,0.0,0,,0,0,,11.1,349.0,1017.7,27.2,11.5,135.7,0.5,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 08:00:00,22.3,22.3,20.7,90.56,0.0,0,,0,0,,8.0,332.0,1017.9,30.3,10.0,332.9,1.2,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 09:00:00,23.9,23.9,17.7,68.26,0.0,0,,0,0,,11.2,340.0,1018.0,30.3,10.0,531.8,1.9,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 10:00:00,24.9,24.9,16.2,58.23,0.0,0,,0,0,,14.3,358.0,1018.2,2.0,28.3,710.3,2.6,7.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 11:00:00,27.9,30.8,22.7,73.56,0.0,0,,0,0,,11.2,347.0,1018.2,27.6,10.0,852.8,3.1,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 12:00:00,28.6,29.8,18.9,55.59,0.0,0,,0,0,,17.6,358.0,1018.0,27.6,10.0,946.8,3.4,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 13:00:00,30.5,32.3,19.7,52.61,0.0,0,,0,0,,14.6,342.0,1017.7,2.0,28.3,984.8,3.5,10.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 14:00:00,31.5,33.3,19.6,49.31,0.0,0,,0,0,,14.6,359.0,1017.2,27.6,10.0,962.3,3.5,10.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT"
lisboa,2017-07-28 15:00:00,31.5,37.1,23.8,63.52,0.0,0,,0,0,,14.2,322.0,1017.0,27.5,10.0,881.3,3.2,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 16:00:00,31.5,33.6,20.0,50.36,0.0,0,,0,0,,21.3,321.0,1016.7,1.6,28.7,735.3,2.6,7.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 17:00:00,29.5,31.0,19.3,54.28,0.0,0,,0,0,,21.7,313.0,1016.9,27.6,10.0,559.8,2.0,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 18:00:00,28.1,31.8,23.5,76.17,0.0,0,,0,0,,21.6,312.0,1016.9,27.5,10.0,361.0,1.3,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 19:00:00,26.9,28.2,19.4,63.22,0.0,0,,0,0,,28.0,321.0,1017.2,23.2,11.6,162.8,0.6,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 20:00:00,25.0,25.0,22.4,85.25,0.0,0,,0,0,,24.7,338.0,1017.4,27.5,10.0,20.1,0.1,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 21:00:00,23.1,23.1,18.9,77.15,0.0,0,,0,0,,27.6,341.0,1017.8,0.0,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 22:00:00,22.1,22.1,21.5,96.42,0.0,0,,0,0,,24.3,350.0,1018.5,0.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-28 23:00:00,21.1,21.1,20.7,97.05,0.0,0,,0,0,,14.7,340.0,1018.8,0.2,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 00:00:00,21.0,21.0,18.6,86.17,0.0,0,,0,0,,20.9,342.0,1018.6,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 01:00:00,21.0,21.0,19.4,90.5,0.0,0,,0,0,,17.8,331.0,1018.2,23.2,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 02:00:00,20.6,20.6,16.9,79.53,0.0,0,,0,0,,11.7,329.0,1017.9,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 03:00:00,20.4,20.4,16.8,79.87,0.0,0,,0,0,,11.5,339.0,1017.5,0.0,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 04:00:00,20.0,20.0,16.9,82.6,0.0,0,,0,0,,5.0,248.0,1017.7,23.2,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 05:00:00,20.0,20.0,17.6,86.34,0.0,0,,0,0,,11.7,339.0,1017.5,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 06:00:00,19.6,19.6,17.6,88.53,0.0,0,,0,0,,11.8,311.0,1018.0,27.9,10.0,5.6,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 07:00:00,19.9,19.9,19.0,94.31,0.0,0,,0,0,,15.1,321.0,1017.9,29.5,11.6,94.5,0.3,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 08:00:00,21.3,21.3,17.7,80.08,0.0,0,,0,0,,21.5,330.0,1018.3,31.0,10.0,257.9,0.9,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 09:00:00,22.4,22.4,19.4,82.89,0.0,0,,0,0,,10.9,7.0,1018.8,27.5,10.0,451.0,1.6,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 10:00:00,24.8,24.8,23.4,91.87,0.0,0,,0,0,,14.6,348.0,1018.6,29.6,23.2,652.0,2.3,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 11:00:00,26.0,26.0,21.9,78.18,0.0,0,,0,0,,11.5,341.0,1018.6,27.5,10.0,800.3,2.9,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 12:00:00,28.4,32.9,24.4,78.75,0.0,0,,0,0,,11.4,341.0,1018.4,27.5,10.0,897.0,3.2,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 13:00:00,29.2,32.8,22.7,68.18,0.0,0,,0,0,,11.0,334.0,1018.1,23.2,11.6,947.5,3.4,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 14:00:00,30.2,32.6,20.7,56.84,0.0,0,,0,0,,10.8,208.0,1017.3,27.5,10.0,924.8,3.3,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 15:00:00,31.2,33.1,19.7,50.65,0.0,0,,0,0,,11.0,189.0,1017.0,27.5,10.0,845.0,3.0,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 16:00:00,29.2,34.0,24.2,74.47,0.0,0,,0,0,,21.3,301.0,1016.9,23.2,11.6,699.5,2.5,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 17:00:00,25.2,25.2,19.6,71.24,0.0,0,,0,0,,21.8,319.0,1017.2,27.5,10.0,501.5,1.8,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 18:00:00,25.0,25.0,21.2,79.68,0.0,0,,0,0,,19.0,301.0,1016.8,27.5,10.0,294.4,1.1,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 19:00:00,24.6,24.6,22.9,90.42,0.0,0,,0,0,,25.3,311.0,1016.5,23.2,11.6,133.1,0.5,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 20:00:00,22.5,22.5,21.8,96.01,0.0,0,,0,0,,28.6,320.0,1017.2,27.5,10.0,17.8,0.1,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 21:00:00,21.6,21.6,18.5,82.76,0.0,0,,0,0,,18.4,329.0,1017.6,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 22:00:00,21.1,21.1,16.9,77.3,0.0,0,,0,0,,20.8,359.0,1018.2,23.2,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-29 23:00:00,21.0,21.0,20.0,94.11,0.0,0,,0,0,,14.1,350.0,1018.1,2.1,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 00:00:00,20.4,20.4,20.2,98.49,0.0,0,,0,0,,10.6,351.0,1017.9,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 01:00:00,20.0,20.0,19.5,97.28,0.0,0,,0,0,,14.0,349.0,1017.7,23.2,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 02:00:00,20.0,20.0,18.0,88.39,0.0,0,,0,0,,17.4,350.0,1017.5,27.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 03:00:00,20.1,20.1,16.7,80.87,0.0,0,,0,0,,14.6,349.0,1017.0,46.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 04:00:00,20.5,20.5,16.8,79.54,0.0,0,,0,0,,14.5,360.0,1016.6,76.6,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 05:00:00,20.5,20.5,18.2,86.65,0.0,0,,0,0,,14.4,350.0,1016.2,56.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 06:00:00,20.1,20.1,18.0,87.48,0.0,0,,0,0,,11.1,351.0,1016.1,50.0,10.0,5.7,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 07:00:00,20.1,20.1,16.6,80.58,0.0,0,,0,0,,7.8,341.0,1016.2,24.7,11.6,112.7,0.4,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 08:00:00,20.6,20.6,18.3,87.09,0.0,0,,0,0,,14.5,332.0,1016.4,27.9,10.0,301.4,1.1,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 09:00:00,21.6,21.6,18.2,80.95,0.0,0,,0,0,,18.2,341.0,1016.7,36.3,10.0,499.5,1.8,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 10:00:00,21.6,21.6,17.0,74.95,0.0,0,,0,0,,21.4,350.0,1016.6,80.1,21.3,679.5,2.4,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 11:00:00,24.0,24.0,21.6,86.12,0.0,0,,0,0,,14.8,332.0,1016.5,82.9,10.0,823.8,3.0,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 12:00:00,26.1,26.1,19.3,66.52,0.0,0,,0,0,,14.6,313.0,1016.1,27.9,10.0,918.8,3.3,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 13:00:00,25.7,25.7,18.4,64.36,0.0,0,,0,0,,17.9,348.0,1015.9,27.9,11.6,959.5,3.5,10.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 14:00:00,25.2,25.2,17.5,62.59,0.0,0,,0,0,,18.0,338.0,1015.8,27.9,10.0,940.5,3.4,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 15:00:00,26.5,26.5,16.7,54.82,0.0,0,,0,0,,21.2,348.0,1015.3,0.0,10.0,863.3,3.1,9.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 16:00:00,27.1,27.8,17.2,54.47,0.0,0,,0,0,,21.4,349.0,1014.6,10.0,12.7,734.8,2.6,7.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 17:00:00,26.1,26.1,19.5,66.98,0.0,0,,0,0,,25.0,324.0,1014.2,0.0,10.0,565.8,2.0,6.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 18:00:00,24.6,24.6,19.2,71.8,0.0,0,,0,0,,22.0,350.0,1014.1,0.0,10.0,369.9,1.3,4.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 19:00:00,23.7,23.7,18.8,73.9,0.0,0,,0,0,,25.1,332.0,1013.9,0.0,12.7,169.7,0.6,2.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 20:00:00,22.1,22.1,14.6,62.7,0.0,0,,0,0,44.6,31.4,340.0,1014.1,12.4,10.0,20.5,0.1,0.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 21:00:00,20.6,20.6,14.8,69.44,0.0,0,,0,0,,27.9,340.0,1014.6,30.0,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 22:00:00,19.6,19.6,17.5,87.72,0.0,0,,0,0,,28.0,341.0,1015.3,27.9,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-30 23:00:00,19.5,19.5,16.3,81.68,0.0,0,,0,0,,24.7,341.0,1015.5,27.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 00:00:00,19.4,19.4,14.4,72.87,0.0,0,,0,0,,17.8,341.0,1015.3,27.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 01:00:00,18.6,18.6,13.8,73.86,0.0,0,,0,0,,10.8,360.0,1015.0,0.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 02:00:00,18.4,18.4,16.2,87.01,0.0,0,,0,0,,10.5,338.0,1014.6,25.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 03:00:00,18.0,18.0,17.4,96.84,0.0,0,,0,0,,10.5,320.0,1014.0,4.9,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 04:00:00,17.5,17.5,16.8,95.73,0.0,0,,0,0,,14.0,331.0,1013.9,0.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 05:00:00,17.1,17.1,15.0,87.64,0.0,0,,0,0,,11.0,339.0,1013.6,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 06:00:00,17.0,17.0,15.6,91.94,0.0,0,,0,0,,7.4,321.0,1013.5,27.5,10.0,5.3,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 07:00:00,17.5,17.5,14.4,82.2,0.0,0,,0,0,,14.2,331.0,1013.7,29.5,11.5,101.3,0.4,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 08:00:00,19.8,19.8,16.1,78.81,0.0,0,,0,0,,11.3,332.0,1014.0,28.0,10.0,254.9,0.9,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 09:00:00,20.0,20.0,18.1,88.95,0.0,0,,0,0,,20.9,351.0,1014.1,28.0,10.0,420.3,1.5,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 10:00:00,21.6,21.6,19.4,87.34,0.0,0,,0,0,,21.0,351.0,1014.2,76.9,25.4,567.0,2.0,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 11:00:00,23.5,23.5,19.9,80.18,0.0,0,,0,0,,18.4,333.0,1014.4,28.7,10.0,649.8,2.3,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 12:00:00,21.5,21.5,18.8,84.52,0.0,0,,0,0,,18.4,359.0,1014.7,28.0,10.0,644.3,2.3,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 13:00:00,19.6,19.6,14.0,69.93,0.001,100,rain,0,0,,24.3,350.0,1014.5,87.1,25.2,566.0,2.0,6.0,,"Rain, Partially cloudy",rain,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 14:00:00,21.4,21.4,15.8,70.19,0.0,0,,0,0,,18.4,342.0,1014.2,28.0,10.0,447.1,1.6,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 15:00:00,22.5,22.5,15.9,66.16,0.0,0,,0,0,,18.0,321.0,1013.9,28.0,10.0,319.0,1.1,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 16:00:00,23.0,23.0,19.0,78.38,0.0,0,,0,0,,17.7,330.0,1013.7,86.5,24.1,253.3,0.9,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 17:00:00,22.1,22.1,19.0,82.37,0.0,0,,0,0,,18.0,339.0,1013.6,28.0,10.0,234.1,0.8,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 18:00:00,21.2,21.2,18.9,87.04,0.0,0,,0,0,,18.0,330.0,1013.8,27.9,10.0,190.1,0.7,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 19:00:00,21.1,21.1,17.7,80.54,0.0,0,,0,0,,21.5,331.0,1013.8,37.3,11.6,93.3,0.3,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 20:00:00,20.7,20.7,18.3,86.24,0.0,0,,0,0,,18.1,349.0,1013.8,27.9,10.0,12.7,0.0,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 21:00:00,19.6,19.6,15.4,76.88,0.0,0,,0,0,,24.4,331.0,1014.0,27.9,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 22:00:00,19.0,19.0,18.1,94.58,0.0,0,,0,0,,24.5,331.0,1014.8,30.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-07-31 23:00:00,18.5,18.5,18.1,97.52,0.0,0,,0,0,,21.2,341.0,1015.5,80.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 00:00:00,24.1,24.1,8.4,36.78,0.0,0,,0,0,,10.9,353.0,1018.1,2.7,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 01:00:00,24.1,24.1,8.8,37.84,0.0,0,,0,0,,17.7,341.0,1017.9,0.0,20.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,08579099999"
lisboa,2017-08-12 02:00:00,23.9,23.9,8.8,38.09,0.0,0,,0,0,,7.4,359.0,1017.6,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 03:00:00,22.7,22.7,9.3,42.58,0.0,0,,0,0,,4.2,7.0,1017.4,49.6,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 04:00:00,22.1,22.1,14.1,60.43,0.0,0,,0,0,,10.6,341.0,1017.3,0.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 05:00:00,22.3,22.3,10.4,46.87,0.0,0,,0,0,,7.0,4.0,1017.0,70.7,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 06:00:00,20.6,20.6,14.4,67.63,0.0,0,,0,0,,3.7,1.0,1017.1,57.8,10.0,1.2,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 07:00:00,20.4,20.4,13.6,65.02,0.0,0,,0,0,,6.6,49.0,1017.4,0.0,9.7,83.7,0.3,1.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 08:00:00,22.9,22.9,17.8,73.09,0.0,0,,0,0,,10.1,34.0,1017.8,18.0,10.0,274.5,1.0,3.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 09:00:00,25.9,25.9,12.0,41.78,0.0,0,,0,0,,13.8,23.0,1018.0,5.6,10.0,482.1,1.7,5.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 10:00:00,27.6,27.8,15.3,47.21,0.0,0,,0,0,,17.6,42.0,1018.2,9.9,7.2,667.5,2.4,7.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 11:00:00,29.6,29.4,15.1,41.33,0.0,0,,0,0,,14.8,23.0,1018.1,0.0,10.0,815.3,2.9,8.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 12:00:00,31.4,32.5,18.3,45.67,0.0,0,,0,0,,14.2,44.0,1018.2,0.3,10.0,911.0,3.3,9.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 13:00:00,33.5,35.3,19.1,42.47,0.0,0,,0,0,31.7,4.6,60.0,1017.8,10.0,12.7,950.5,3.4,10.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 14:00:00,33.8,36.4,20.2,45.19,0.0,0,,0,0,38.9,10.6,237.0,1017.5,36.8,10.0,922.0,3.3,9.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 15:00:00,33.8,35.2,18.6,40.66,0.0,0,,0,0,,14.4,212.0,1016.9,68.8,10.0,823.8,3.0,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 16:00:00,34.1,33.0,12.4,26.76,0.0,0,,0,0,,20.6,208.0,1016.3,50.0,12.7,676.5,2.4,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 17:00:00,33.6,34.4,17.5,38.3,0.0,0,,0,0,,18.3,294.0,1016.1,61.0,10.0,495.5,1.8,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-08-12 18:00:00,32.6,32.7,16.3,37.55,0.0,0,,0,0,,18.3,313.0,1016.0,50.7,10.0,300.0,1.1,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
