name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
lisboa,2017-03-13 00:00:00,12.0,12.0,6.9,71.12,0.0,0,,0,0,,28.4,352.0,1027.7,27.9,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 01:00:00,11.6,11.6,9.9,89.16,0.0,0,,0,0,,21.3,2.0,1027.7,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 02:00:00,11.6,11.6,7.0,73.32,0.0,0,,0,0,,28.2,3.0,1027.5,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 03:00:00,12.0,12.0,7.7,75.01,0.0,0,,0,0,57.6,28.7,351.0,1026.7,29.5,11.6,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 04:00:00,11.1,11.1,10.4,95.65,0.0,0,,0,0,,31.2,343.0,1026.4,27.5,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 05:00:00,11.0,11.0,8.4,83.74,0.0,0,,0,0,,21.8,351.0,1026.2,0.4,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 06:00:00,10.6,10.6,7.7,82.19,0.0,0,,0,0,,24.8,351.0,1026.3,30.0,12.7,2.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 07:00:00,10.9,10.9,7.3,78.41,0.0,0,,0,0,,24.8,341.0,1026.1,27.5,10.0,114.0,0.4,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 08:00:00,11.5,11.5,6.2,69.94,0.0,0,,0,0,,35.0,341.0,1025.9,27.5,10.0,319.5,1.2,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 09:00:00,12.6,12.6,8.5,76.36,0.0,0,,0,0,,32.3,351.0,1026.0,10.9,17.7,515.0,1.9,5.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 10:00:00,13.6,13.6,4.9,55.72,0.0,0,,0,0,,32.3,351.0,1025.8,27.5,10.0,672.5,2.4,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 11:00:00,14.9,14.9,9.3,69.02,0.0,0,,0,0,,32.4,350.0,1025.5,27.5,10.0,777.5,2.8,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 12:00:00,16.0,16.0,9.8,66.72,0.0,0,,0,0,,28.9,351.0,1025.0,10.9,21.2,817.5,2.9,8.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 13:00:00,16.1,16.1,9.9,67.04,0.0,0,,0,0,,28.7,352.0,1024.5,27.5,10.0,792.0,2.9,8.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 14:00:00,16.1,16.1,10.6,69.57,0.0,0,,0,0,,22.2,350.0,1023.5,27.5,10.0,702.0,2.5,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT"
lisboa,2017-03-13 15:00:00,16.1,16.1,8.5,60.68,0.0,0,,0,0,,22.0,350.0,1022.9,11.0,23.1,555.0,2.0,6.0,,Clear,clear-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 16:00:00,15.7,15.7,7.0,56.42,0.0,0,,0,0,,21.9,342.0,1022.6,27.5,10.0,367.1,1.3,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 17:00:00,15.1,15.1,7.0,58.25,0.0,0,,0,0,,28.6,341.0,1022.4,27.5,10.0,161.3,0.6,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 18:00:00,14.6,14.6,10.3,75.36,0.0,0,,0,0,,28.4,341.0,1022.6,0.0,12.7,12.6,0.0,0.0,,Clear,clear-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 19:00:00,13.6,13.6,10.4,81.01,0.0,0,,0,0,,25.0,350.0,1023.0,0.2,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 20:00:00,13.5,13.5,11.1,85.61,0.0,0,,0,0,,21.8,331.0,1023.5,0.8,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 21:00:00,13.6,13.6,10.4,80.92,0.0,0,,0,0,,21.6,341.0,1023.7,10.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 22:00:00,13.1,13.1,10.3,83.03,0.0,0,,0,0,,21.5,342.0,1023.7,76.1,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-13 23:00:00,13.6,13.6,9.5,76.12,0.0,0,,0,0,,21.2,1.0,1023.2,35.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 00:00:00,14.4,14.4,8.6,67.89,0.0,0,,0,0,,17.9,19.0,1023.0,10.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 01:00:00,13.5,13.5,5.0,56.21,0.0,0,,0,0,,18.0,11.0,1022.3,7.1,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 02:00:00,13.6,13.6,8.5,71.24,0.0,0,,0,0,,27.8,21.0,1021.9,0.2,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 03:00:00,13.0,13.0,5.0,58.01,0.0,0,,0,0,,25.0,21.0,1021.4,10.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 04:00:00,13.0,13.0,11.0,87.44,0.0,0,,0,0,,28.1,30.0,1020.8,22.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 05:00:00,13.0,13.0,9.1,77.34,0.0,0,,0,0,,31.9,41.0,1021.3,74.6,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 06:00:00,13.5,13.5,9.5,76.83,0.0,0,,0,0,,31.8,31.0,1021.6,50.0,12.7,1.4,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 07:00:00,13.0,13.0,6.4,64.13,0.0,0,,0,0,,28.6,32.0,1022.1,27.5,10.0,112.1,0.4,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 08:00:00,12.9,12.9,9.7,80.65,0.0,0,,0,0,,28.3,40.0,1022.2,27.5,10.0,315.6,1.1,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 09:00:00,13.7,13.7,10.8,82.93,0.0,0,,0,0,,28.6,42.0,1022.7,77.5,23.0,509.6,1.8,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 10:00:00,14.6,14.6,8.5,66.62,0.0,0,,0,0,,25.2,42.0,1023.0,27.5,10.0,604.5,2.2,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 11:00:00,15.1,15.1,8.6,64.82,0.0,0,,0,0,,21.7,51.0,1022.8,27.5,10.0,630.0,2.3,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 12:00:00,15.6,15.6,11.8,77.95,0.0,0,,0,0,,21.6,61.0,1022.5,87.1,23.0,641.8,2.3,6.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 13:00:00,15.2,15.2,8.6,64.66,0.0,0,,0,0,,14.4,61.0,1021.9,27.5,10.0,412.8,1.5,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 14:00:00,15.6,15.6,9.0,64.78,0.0,0,,0,0,,28.2,50.0,1021.3,27.5,10.0,281.3,1.0,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 15:00:00,15.6,15.6,12.6,82.34,0.0,0,,0,0,,18.0,52.0,1021.2,99.4,23.1,277.3,1.0,3.0,,Overcast,cloudy,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 16:00:00,16.1,16.1,12.2,77.57,0.0,0,,0,0,,18.4,51.0,1021.2,27.5,10.0,175.6,0.6,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 17:00:00,16.7,16.7,8.8,59.73,0.0,0,,0,0,,21.7,61.0,1021.3,50.0,10.0,66.8,0.2,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT"
lisboa,2017-03-14 18:00:00,16.7,16.7,13.1,79.34,0.0,0,,0,0,,15.2,61.0,1021.4,80.0,12.7,8.0,0.0,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 19:00:00,16.1,16.1,10.2,67.67,0.0,0,,0,0,,14.3,70.0,1022.0,93.8,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 20:00:00,15.5,15.5,9.6,67.86,0.0,0,,0,0,,10.7,62.0,1021.9,74.1,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 21:00:00,15.0,15.0,8.7,66.07,0.0,0,,0,0,,13.7,40.0,1021.9,60.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 22:00:00,15.6,15.6,12.8,83.36,0.0,0,,0,0,,14.2,40.0,1022.2,95.2,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-14 23:00:00,15.6,15.6,12.6,82.51,0.0,0,,0,0,,17.5,41.0,1022.0,95.4,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 00:00:00,15.0,15.0,11.9,81.62,0.0,0,,0,0,,13.9,31.0,1021.5,60.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 01:00:00,15.6,15.6,12.2,80.45,0.0,0,,0,0,,20.6,41.0,1021.5,96.7,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 02:00:00,16.0,16.0,8.5,61.0,0.0,0,,0,0,,17.3,40.0,1021.1,97.1,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 03:00:00,15.9,15.9,12.0,77.61,0.0,0,,0,0,,14.3,42.0,1020.7,90.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 04:00:00,15.5,15.5,8.4,62.71,0.0,0,,0,0,,17.8,31.0,1020.3,98.5,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 05:00:00,16.0,16.0,7.2,56.16,0.0,0,,0,0,,24.4,41.0,1020.4,99.3,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 06:00:00,16.1,16.1,6.5,53.11,0.0,0,,0,0,,27.9,41.0,1020.3,90.0,12.7,1.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 07:00:00,15.5,15.5,7.9,60.74,0.0,0,,0,0,,25.2,40.0,1020.7,99.2,10.0,36.0,0.1,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 08:00:00,15.0,15.0,8.0,62.76,0.0,0,,0,0,,28.5,31.0,1020.7,27.5,10.0,101.9,0.4,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 09:00:00,15.2,15.2,7.7,60.74,0.0,0,,0,0,,28.4,40.0,1020.6,87.3,24.0,194.1,0.7,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 10:00:00,16.1,16.1,11.0,71.72,0.0,0,,0,0,,28.7,32.0,1020.5,99.2,10.0,284.8,1.0,3.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 11:00:00,18.1,18.1,12.1,68.25,0.0,0,,0,0,,25.2,51.0,1020.4,99.1,10.0,326.8,1.2,3.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 12:00:00,19.6,19.6,13.0,65.47,0.0,0,,0,0,,21.7,43.0,1019.8,58.4,21.3,287.4,1.0,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 13:00:00,21.0,21.0,9.6,47.94,0.0,0,,0,0,,18.1,80.0,1019.1,98.8,10.0,228.6,0.8,2.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 14:00:00,21.5,21.5,9.0,44.77,0.0,0,,0,0,,14.4,107.0,1018.8,98.9,10.0,195.4,0.7,2.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 15:00:00,20.6,20.6,12.9,61.31,0.0,0,,0,0,,4.4,163.0,1018.5,30.0,24.5,157.1,0.6,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 16:00:00,19.8,19.8,13.7,67.78,0.0,0,,0,0,,13.7,215.0,1018.5,98.5,10.0,100.8,0.4,1.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 17:00:00,18.9,18.9,9.5,54.36,0.0,0,,0,0,35.3,13.7,224.0,1018.2,95.0,10.0,49.6,0.2,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 18:00:00,17.6,17.6,9.0,57.09,0.0,0,,0,0,,14.6,243.0,1018.4,30.0,12.7,5.9,0.0,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 19:00:00,16.6,16.6,9.0,60.82,0.0,0,,0,0,,7.8,252.0,1018.7,77.2,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 20:00:00,16.1,16.1,8.5,60.38,0.0,0,,0,0,,10.8,309.0,1018.7,80.2,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 21:00:00,16.0,16.0,11.7,75.85,0.0,0,,0,0,,14.4,312.0,1019.0,10.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 22:00:00,16.0,16.0,8.2,59.53,0.0,0,,0,0,,14.2,319.0,1019.0,84.7,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-15 23:00:00,16.0,16.0,11.8,76.21,0.0,0,,0,0,,11.0,340.0,1018.6,90.4,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 00:00:00,16.0,16.0,8.6,61.71,0.0,0,,0,0,,10.7,10.0,1018.0,0.0,12.7,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 01:00:00,14.7,14.7,9.7,71.86,0.0,0,,0,0,,0.9,5.0,1017.9,90.4,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 02:00:00,15.0,15.0,11.4,78.72,0.0,0,,0,0,,17.6,43.0,1017.7,90.5,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 03:00:00,14.5,14.5,8.4,67.09,0.0,0,,0,0,,7.7,42.0,1017.6,30.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 04:00:00,13.0,13.0,8.5,74.0,0.0,0,,0,0,,14.3,32.0,1017.6,83.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 05:00:00,12.4,12.4,10.9,90.52,0.0,0,,0,0,,10.7,5.0,1017.6,73.2,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 06:00:00,11.6,11.6,9.1,84.89,0.0,0,,0,0,,11.0,42.0,1018.1,10.0,12.7,2.0,0.0,0.0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 07:00:00,11.6,11.6,10.2,91.27,0.0,0,,0,0,,14.3,33.0,1018.2,79.5,10.0,55.9,0.2,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 08:00:00,12.1,12.1,6.9,70.7,0.0,0,,0,0,,20.9,41.0,1018.5,82.0,10.0,150.5,0.5,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 09:00:00,12.5,12.5,6.0,64.58,0.0,0,,0,0,,20.9,31.0,1018.7,89.6,21.1,230.0,0.8,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 10:00:00,14.0,14.0,9.7,75.54,0.0,0,,0,0,,18.1,23.0,1018.5,98.4,10.0,232.6,0.8,2.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 11:00:00,14.7,14.7,12.8,88.28,0.0,0,,0,0,,14.6,52.0,1018.6,98.8,10.0,212.7,0.8,2.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 12:00:00,17.1,17.1,12.0,71.94,0.0,0,,0,0,,7.7,62.0,1018.2,99.6,21.1,246.9,0.9,2.0,,Overcast,cloudy,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 13:00:00,19.1,19.1,9.9,55.37,0.0,0,,0,0,31.7,7.6,71.0,1017.5,71.6,10.0,398.5,1.4,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 14:00:00,20.0,20.0,14.3,69.84,0.0,0,,0,0,,10.6,117.0,1016.9,27.5,10.0,534.5,1.9,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 15:00:00,19.1,19.1,7.4,46.53,0.0,0,,0,0,,14.1,112.0,1016.5,77.0,20.4,439.5,1.6,4.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 16:00:00,18.6,18.6,11.0,61.12,0.0,0,,0,0,,14.2,151.0,1016.4,27.5,10.0,240.4,0.9,2.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 17:00:00,17.1,17.1,12.2,72.93,0.0,0,,0,0,,17.4,150.0,1016.2,78.9,10.0,83.4,0.3,1.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 18:00:00,15.7,15.7,8.5,62.18,0.0,0,,0,0,,10.7,95.0,1016.4,90.0,12.7,7.6,0.0,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 19:00:00,15.7,15.7,8.9,64.23,0.0,0,,0,0,,7.3,150.0,1017.1,94.6,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT"
lisboa,2017-03-16 20:00:00,14.6,14.6,11.9,83.6,0.0,0,,0,0,,4.4,199.0,1017.7,94.3,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 21:00:00,14.2,14.2,9.3,72.16,0.0,0,,0,0,,0.7,342.0,1018.3,90.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 22:00:00,15.5,15.5,12.1,80.37,0.0,0,,0,0,,7.5,339.0,1018.0,94.3,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-16 23:00:00,15.0,15.0,12.2,83.27,0.0,0,,0,0,,11.0,340.0,1017.6,94.3,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 00:00:00,14.9,14.9,9.5,70.04,0.0,0,,0,0,,14.1,350.0,1017.0,90.0,12.7,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 01:00:00,14.6,14.6,12.8,89.22,0.0,0,,0,0,,10.5,219.0,1017.2,89.3,10.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 02:00:00,14.0,14.0,13.0,94.11,0.0,0,,0,0,,0.3,3.0,1016.8,94.2,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 03:00:00,13.6,13.6,13.2,97.81,0.0,0,,0,0,,0.1,360.0,1016.3,100.0,12.7,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 04:00:00,13.6,13.6,11.7,88.16,0.0,0,,0,0,,3.6,60.0,1016.3,98.9,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 05:00:00,14.1,14.1,10.2,77.46,0.0,0,,0,0,,10.7,51.0,1016.4,98.8,10.0,0.0,0.0,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 06:00:00,14.0,14.0,10.1,77.35,0.0,0,,0,0,,21.4,42.0,1016.9,90.0,12.7,0.5,0.0,0.0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 07:00:00,13.0,13.0,10.9,86.67,0.0,0,,0,0,,18.0,41.0,1017.5,98.9,10.0,23.6,0.1,0.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 08:00:00,13.5,13.5,12.6,94.13,0.0,0,,0,0,,18.0,33.0,1017.9,98.3,10.0,129.3,0.5,1.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 09:00:00,13.7,13.7,9.8,77.27,0.0,0,,0,0,,25.1,42.0,1018.5,79.1,24.0,260.5,0.9,3.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 10:00:00,15.1,15.1,7.3,59.49,0.0,0,,0,0,,18.4,51.0,1019.0,96.4,10.0,388.3,1.4,4.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 11:00:00,16.1,16.1,7.6,57.29,0.0,0,,0,0,44.6,17.8,52.0,1019.2,94.3,10.0,523.3,1.9,5.0,,Overcast,cloudy,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 12:00:00,17.6,17.6,8.8,56.21,0.0,0,,0,0,,14.4,53.0,1019.1,90.0,24.0,700.8,2.5,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 13:00:00,18.4,18.4,13.5,72.77,0.0,0,,0,0,,7.7,78.0,1018.9,12.4,10.0,762.3,2.7,8.0,,Clear,clear-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 14:00:00,18.6,18.6,12.3,66.77,0.0,0,,0,0,42.5,8.0,41.0,1018.6,27.5,10.0,686.5,2.5,7.0,,Partially cloudy,partly-cloudy-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 15:00:00,17.7,17.7,11.5,67.19,0.0,0,,0,0,,14.3,41.0,1018.4,90.0,24.5,525.8,1.9,5.0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 16:00:00,18.5,18.5,12.1,66.36,0.0,0,,0,0,,7.7,23.0,1018.0,13.1,10.0,333.1,1.2,3.0,,Clear,clear-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 17:00:00,18.2,18.2,14.6,79.61,0.0,0,,0,0,,14.5,31.0,1018.1,4.3,10.0,153.6,0.6,2.0,,Clear,clear-day,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 18:00:00,18.2,18.2,10.4,60.6,0.0,0,,0,0,,14.2,31.0,1018.4,40.0,12.7,15.1,0.1,0.0,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 19:00:00,17.9,17.9,11.7,66.86,0.0,0,,0,0,,10.6,40.0,1018.8,2.1,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
lisboa,2017-03-17 20:00:00,17.4,17.4,8.6,56.24,0.0,0,,0,0,,10.7,341.0,1019.3,0.1,10.0,0.0,0.0,0.0,,Clear,clear-night,"08535099999,08536099999,LPPT,08579099999"
